order_id,customer_id,order_date,status,month,day,country,signup_date,product_id,quantity,price,product_name,category,revenue
242,208,2024-06-24,Completed,June,Monday,Morocco,2024-04-07,32.0,5,61.0,Product_32,Body,305.0
245,68,2024-08-02,Completed,August,Friday,Morocco,2023-12-02,34.0,4,42.0,Product_34,Hair,168.0
245,68,2024-08-02,Completed,August,Friday,Morocco,2023-12-02,2.0,4,117.0,Product_2,Skin,468.0
245,68,2024-08-02,Completed,August,Friday,Morocco,2023-12-02,33.0,4,52.0,Product_33,Hair,208.0
247,277,2024-08-10,Completed,August,Saturday,Germany,2023-07-19,5.0,2,69.0,Product_5,Skin,138.0
247,277,2024-08-10,Completed,August,Saturday,Germany,2023-07-19,19.0,5,50.0,Product_19,Makeup,250.0
247,277,2024-08-10,Completed,August,Saturday,Germany,2023-07-19,43.0,4,81.0,Product_43,Hair,324.0
247,277,2024-08-10,Completed,August,Saturday,Germany,2023-07-19,45.0,5,80.0,Product_45,Body,400.0
247,277,2024-08-10,Completed,August,Saturday,Germany,2023-07-19,23.0,3,89.0,Product_23,Body,267.0
248,135,2024-04-12,Completed,April,Friday,France,2023-09-23,6.0,5,84.0,Product_6,Body,420.0
248,135,2024-04-12,Completed,April,Friday,France,2023-09-23,29.0,2,59.0,Product_29,Makeup,118.0
248,135,2024-04-12,Completed,April,Friday,France,2023-09-23,49.0,3,21.0,Product_49,Makeup,63.0
248,135,2024-04-12,Completed,April,Friday,France,2023-09-23,48.0,4,11.0,Product_48,Hair,44.0
250,128,2024-01-14,Returned,January,Sunday,Italy,2024-03-20,39.0,4,77.0,Product_39,Hair,308.0
251,33,2024-06-07,Completed,June,Friday,Italy,2023-04-11,40.0,2,111.0,Product_40,Hair,222.0
252,176,2024-05-31,Completed,May,Friday,France,2023-09-01,27.0,3,75.0,Product_27,Makeup,225.0
252,176,2024-05-31,Completed,May,Friday,France,2023-09-01,28.0,4,54.0,Product_28,Hair,216.0
252,176,2024-05-31,Completed,May,Friday,France,2023-09-01,15.0,3,70.0,Product_15,Makeup,210.0
253,22,2024-04-17,Completed,April,Wednesday,Italy,2023-08-04,23.0,2,26.0,Product_23,Body,52.0
254,238,2024-07-06,Completed,July,Saturday,Spain,2024-02-29,39.0,5,83.0,Product_39,Hair,415.0
254,238,2024-07-06,Completed,July,Saturday,Spain,2024-02-29,42.0,1,68.0,Product_42,Skin,68.0
255,158,2024-10-27,Completed,October,Sunday,Italy,2024-01-02,19.0,5,78.0,Product_19,Makeup,390.0
256,38,2024-04-07,Completed,April,Sunday,Morocco,2024-05-03,26.0,1,89.0,Product_26,Makeup,89.0
256,38,2024-04-07,Completed,April,Sunday,Morocco,2024-05-03,4.0,5,80.0,Product_4,Body,400.0
256,38,2024-04-07,Completed,April,Sunday,Morocco,2024-05-03,34.0,2,26.0,Product_34,Hair,52.0
256,38,2024-04-07,Completed,April,Sunday,Morocco,2024-05-03,6.0,1,25.0,Product_6,Body,25.0
258,51,2024-10-19,Completed,October,Saturday,Germany,2024-02-03,25.0,2,19.0,Product_25,Hair,38.0
258,51,2024-10-19,Completed,October,Saturday,Germany,2024-02-03,39.0,4,62.0,Product_39,Hair,248.0
260,283,2024-07-01,Completed,July,Monday,Italy,2023-01-21,21.0,4,58.0,Product_21,Hair,232.0
260,283,2024-07-01,Completed,July,Monday,Italy,2023-01-21,16.0,3,112.0,Product_16,Makeup,336.0
260,283,2024-07-01,Completed,July,Monday,Italy,2023-01-21,42.0,3,48.0,Product_42,Skin,144.0
261,27,2024-12-29,Completed,December,Sunday,Morocco,2024-02-23,49.0,1,33.0,Product_49,Makeup,33.0
262,226,2024-02-08,Returned,February,Thursday,Morocco,2024-03-13,32.0,1,104.0,Product_32,Body,104.0
262,226,2024-02-08,Returned,February,Thursday,Morocco,2024-03-13,3.0,3,103.0,Product_3,Hair,309.0
263,277,2024-01-15,Completed,January,Monday,Germany,2023-07-19,28.0,2,90.0,Product_28,Hair,180.0
264,286,2024-01-04,Completed,January,Thursday,Spain,2023-10-06,30.0,3,116.0,Product_30,Hair,348.0
264,286,2024-01-04,Completed,January,Thursday,Spain,2023-10-06,22.0,1,12.0,Product_22,Makeup,12.0
265,97,2024-12-14,Returned,December,Saturday,Spain,2023-12-17,9.0,1,46.0,Product_9,Makeup,46.0
265,97,2024-12-14,Returned,December,Saturday,Spain,2023-12-17,35.0,5,82.0,Product_35,Skin,410.0
266,284,2024-07-28,Completed,July,Sunday,Morocco,2023-08-22,18.0,3,96.0,Product_18,Makeup,288.0
266,284,2024-07-28,Completed,July,Sunday,Morocco,2023-08-22,37.0,1,21.0,Product_37,Makeup,21.0
266,284,2024-07-28,Completed,July,Sunday,Morocco,2023-08-22,15.0,4,93.0,Product_15,Makeup,372.0
267,147,2024-06-09,Completed,June,Sunday,Germany,2024-05-08,13.0,1,96.0,Product_13,Skin,96.0
267,147,2024-06-09,Completed,June,Sunday,Germany,2024-05-08,42.0,4,62.0,Product_42,Skin,248.0
268,4,2024-01-16,Completed,January,Tuesday,France,2023-01-03,1.0,4,33.0,Product_1,Body,132.0
269,35,2024-04-17,Cancelled,April,Wednesday,Spain,2023-11-14,16.0,2,69.0,Product_16,Makeup,138.0
269,35,2024-04-17,Cancelled,April,Wednesday,Spain,2023-11-14,37.0,1,108.0,Product_37,Makeup,108.0
270,192,2024-11-06,Completed,November,Wednesday,Italy,2023-08-10,10.0,5,100.0,Product_10,Hair,500.0
271,49,2024-08-14,Completed,August,Wednesday,Spain,2024-01-28,42.0,3,34.0,Product_42,Skin,102.0
271,49,2024-08-14,Completed,August,Wednesday,Spain,2024-01-28,22.0,2,23.0,Product_22,Makeup,46.0
271,49,2024-08-14,Completed,August,Wednesday,Spain,2024-01-28,7.0,5,64.0,Product_7,Hair,320.0
272,17,2024-06-18,Completed,June,Tuesday,Morocco,2023-06-15,4.0,4,92.0,Product_4,Body,368.0
272,17,2024-06-18,Completed,June,Tuesday,Morocco,2023-06-15,31.0,3,44.0,Product_31,Body,132.0
273,172,2024-02-03,Returned,February,Saturday,Italy,2023-07-18,5.0,5,71.0,Product_5,Skin,355.0
274,220,2024-09-07,Completed,September,Saturday,France,2024-01-29,42.0,5,55.0,Product_42,Skin,275.0
274,220,2024-09-07,Completed,September,Saturday,France,2024-01-29,9.0,2,15.0,Product_9,Makeup,30.0
274,220,2024-09-07,Completed,September,Saturday,France,2024-01-29,34.0,5,51.0,Product_34,Hair,255.0
275,158,2024-09-03,Completed,September,Tuesday,Italy,2024-01-02,39.0,4,104.0,Product_39,Hair,416.0
276,46,2024-09-25,Completed,September,Wednesday,Italy,2023-12-25,1.0,5,59.0,Product_1,Body,295.0
276,46,2024-09-25,Completed,September,Wednesday,Italy,2023-12-25,1.0,3,92.0,Product_1,Body,276.0
276,46,2024-09-25,Completed,September,Wednesday,Italy,2023-12-25,20.0,5,97.0,Product_20,Hair,485.0
276,46,2024-09-25,Completed,September,Wednesday,Italy,2023-12-25,35.0,1,81.0,Product_35,Skin,81.0
277,6,2024-05-20,Completed,May,Monday,Italy,2023-07-13,19.0,1,37.0,Product_19,Makeup,37.0
277,6,2024-05-20,Completed,May,Monday,Italy,2023-07-13,6.0,2,88.0,Product_6,Body,176.0
277,6,2024-05-20,Completed,May,Monday,Italy,2023-07-13,34.0,1,55.0,Product_34,Hair,55.0
278,99,2024-09-30,Completed,September,Monday,Italy,2024-01-09,42.0,5,35.0,Product_42,Skin,175.0
278,99,2024-09-30,Completed,September,Monday,Italy,2024-01-09,48.0,5,19.0,Product_48,Hair,95.0
279,233,2024-04-05,Returned,April,Friday,Spain,2023-05-29,22.0,4,24.0,Product_22,Makeup,96.0
280,37,2024-08-14,Completed,August,Wednesday,Italy,2023-08-29,25.0,4,83.0,Product_25,Hair,332.0
281,280,2024-02-08,Completed,February,Thursday,Italy,2023-01-31,28.0,4,63.0,Product_28,Hair,252.0
282,181,2024-10-28,Completed,October,Monday,Spain,2023-10-27,46.0,2,26.0,Product_46,Makeup,52.0
282,181,2024-10-28,Completed,October,Monday,Spain,2023-10-27,34.0,4,68.0,Product_34,Hair,272.0
283,95,2024-01-29,Cancelled,January,Monday,Spain,2023-11-23,6.0,5,43.0,Product_6,Body,215.0
283,95,2024-01-29,Cancelled,January,Monday,Spain,2023-11-23,36.0,3,48.0,Product_36,Skin,144.0
283,95,2024-01-29,Cancelled,January,Monday,Spain,2023-11-23,35.0,5,39.0,Product_35,Skin,195.0
283,95,2024-01-29,Cancelled,January,Monday,Spain,2023-11-23,49.0,2,49.0,Product_49,Makeup,98.0
283,95,2024-01-29,Cancelled,January,Monday,Spain,2023-11-23,10.0,2,37.0,Product_10,Hair,74.0
284,99,2024-11-13,Completed,November,Wednesday,Italy,2024-01-09,23.0,2,59.0,Product_23,Body,118.0
285,188,2024-09-01,Completed,September,Sunday,Germany,2023-07-30,25.0,2,118.0,Product_25,Hair,236.0
288,253,2024-09-28,Cancelled,September,Saturday,Morocco,2023-05-19,37.0,4,108.0,Product_37,Makeup,432.0
289,161,2024-08-23,Returned,August,Friday,Germany,2023-12-24,23.0,5,61.0,Product_23,Body,305.0
289,161,2024-08-23,Returned,August,Friday,Germany,2023-12-24,47.0,3,50.0,Product_47,Hair,150.0
289,161,2024-08-23,Returned,August,Friday,Germany,2023-12-24,13.0,4,36.0,Product_13,Skin,144.0
290,256,2024-08-26,Completed,August,Monday,Germany,2023-06-03,18.0,2,93.0,Product_18,Makeup,186.0
290,256,2024-08-26,Completed,August,Monday,Germany,2023-06-03,20.0,4,102.0,Product_20,Hair,408.0
290,256,2024-08-26,Completed,August,Monday,Germany,2023-06-03,19.0,1,25.0,Product_19,Makeup,25.0
292,18,2024-12-24,Completed,December,Tuesday,Morocco,2023-01-26,50.0,2,10.0,Product_50,Skin,20.0
293,281,2024-12-05,Cancelled,December,Thursday,France,2023-05-18,40.0,3,19.0,Product_40,Hair,57.0
294,223,2024-03-05,Completed,March,Tuesday,Spain,2023-12-15,26.0,1,115.0,Product_26,Makeup,115.0
294,223,2024-03-05,Completed,March,Tuesday,Spain,2023-12-15,35.0,2,19.0,Product_35,Skin,38.0
295,54,2024-06-25,Completed,June,Tuesday,Morocco,2023-06-12,16.0,2,27.0,Product_16,Makeup,54.0
295,54,2024-06-25,Completed,June,Tuesday,Morocco,2023-06-12,13.0,3,48.0,Product_13,Skin,144.0
295,54,2024-06-25,Completed,June,Tuesday,Morocco,2023-06-12,24.0,1,19.0,Product_24,Hair,19.0
295,54,2024-06-25,Completed,June,Tuesday,Morocco,2023-06-12,37.0,4,112.0,Product_37,Makeup,448.0
296,58,2024-01-03,Completed,January,Wednesday,Morocco,2023-12-05,27.0,4,75.0,Product_27,Makeup,300.0
296,58,2024-01-03,Completed,January,Wednesday,Morocco,2023-12-05,43.0,4,43.0,Product_43,Hair,172.0
296,58,2024-01-03,Completed,January,Wednesday,Morocco,2023-12-05,4.0,3,106.0,Product_4,Body,318.0
296,58,2024-01-03,Completed,January,Wednesday,Morocco,2023-12-05,16.0,3,79.0,Product_16,Makeup,237.0
299,114,2024-11-19,Returned,November,Tuesday,Morocco,2023-05-22,36.0,2,41.0,Product_36,Skin,82.0
299,114,2024-11-19,Returned,November,Tuesday,Morocco,2023-05-22,8.0,4,104.0,Product_8,Body,416.0
300,288,2024-05-25,Returned,May,Saturday,France,2024-02-20,23.0,5,63.0,Product_23,Body,315.0
301,151,2024-10-19,Completed,October,Saturday,Germany,2023-06-06,17.0,4,29.0,Product_17,Hair,116.0
301,151,2024-10-19,Completed,October,Saturday,Germany,2023-06-06,50.0,4,108.0,Product_50,Skin,432.0
302,127,2024-06-01,Completed,June,Saturday,Italy,2023-01-29,32.0,2,103.0,Product_32,Body,206.0
302,127,2024-06-01,Completed,June,Saturday,Italy,2023-01-29,33.0,4,66.0,Product_33,Hair,264.0
303,155,2024-07-11,Completed,July,Thursday,France,2024-01-26,49.0,5,76.0,Product_49,Makeup,380.0
303,155,2024-07-11,Completed,July,Thursday,France,2024-01-26,17.0,2,51.0,Product_17,Hair,102.0
303,155,2024-07-11,Completed,July,Thursday,France,2024-01-26,42.0,2,24.0,Product_42,Skin,48.0
304,273,2024-03-13,Completed,March,Wednesday,Germany,2023-08-16,38.0,3,86.0,Product_38,Makeup,258.0
304,273,2024-03-13,Completed,March,Wednesday,Germany,2023-08-16,17.0,3,69.0,Product_17,Hair,207.0
304,273,2024-03-13,Completed,March,Wednesday,Germany,2023-08-16,5.0,2,91.0,Product_5,Skin,182.0
305,104,2024-10-31,Cancelled,October,Thursday,Spain,2023-02-05,23.0,3,23.0,Product_23,Body,69.0
306,299,2024-12-09,Completed,December,Monday,France,2023-03-02,31.0,2,39.0,Product_31,Body,78.0
307,246,2024-05-19,Completed,May,Sunday,Germany,2023-09-06,49.0,1,22.0,Product_49,Makeup,22.0
308,176,2024-07-05,Cancelled,July,Friday,France,2023-09-01,25.0,5,76.0,Product_25,Hair,380.0
309,39,2024-10-19,Completed,October,Saturday,Morocco,2024-02-15,34.0,2,74.0,Product_34,Hair,148.0
309,39,2024-10-19,Completed,October,Saturday,Morocco,2024-02-15,42.0,4,107.0,Product_42,Skin,428.0
310,170,2024-03-01,Completed,March,Friday,Morocco,2023-09-07,26.0,3,25.0,Product_26,Makeup,75.0
311,247,2024-07-16,Completed,July,Tuesday,Spain,2024-05-12,2.0,1,16.0,Product_2,Skin,16.0
311,247,2024-07-16,Completed,July,Tuesday,Spain,2024-05-12,8.0,3,93.0,Product_8,Body,279.0
312,26,2024-10-21,Completed,October,Monday,Spain,2023-07-24,28.0,4,104.0,Product_28,Hair,416.0
313,13,2024-11-14,Completed,November,Thursday,Italy,2024-02-10,38.0,1,113.0,Product_38,Makeup,113.0
313,13,2024-11-14,Completed,November,Thursday,Italy,2024-02-10,12.0,2,91.0,Product_12,Skin,182.0
313,13,2024-11-14,Completed,November,Thursday,Italy,2024-02-10,45.0,3,67.0,Product_45,Body,201.0
313,13,2024-11-14,Completed,November,Thursday,Italy,2024-02-10,17.0,2,71.0,Product_17,Hair,142.0
314,36,2024-10-28,Completed,October,Monday,Italy,2024-01-03,16.0,3,68.0,Product_16,Makeup,204.0
314,36,2024-10-28,Completed,October,Monday,Italy,2024-01-03,16.0,2,65.0,Product_16,Makeup,130.0
314,36,2024-10-28,Completed,October,Monday,Italy,2024-01-03,28.0,2,24.0,Product_28,Hair,48.0
314,36,2024-10-28,Completed,October,Monday,Italy,2024-01-03,31.0,1,90.0,Product_31,Body,90.0
314,36,2024-10-28,Completed,October,Monday,Italy,2024-01-03,31.0,4,89.0,Product_31,Body,356.0
315,173,2024-12-09,Completed,December,Monday,Morocco,2024-04-28,35.0,1,114.0,Product_35,Skin,114.0
315,173,2024-12-09,Completed,December,Monday,Morocco,2024-04-28,14.0,1,86.0,Product_14,Body,86.0
315,173,2024-12-09,Completed,December,Monday,Morocco,2024-04-28,16.0,1,103.0,Product_16,Makeup,103.0
315,173,2024-12-09,Completed,December,Monday,Morocco,2024-04-28,38.0,5,31.0,Product_38,Makeup,155.0
317,264,2024-03-02,Completed,March,Saturday,France,2023-01-02,4.0,1,119.0,Product_4,Body,119.0
317,264,2024-03-02,Completed,March,Saturday,France,2023-01-02,28.0,1,42.0,Product_28,Hair,42.0
317,264,2024-03-02,Completed,March,Saturday,France,2023-01-02,45.0,4,85.0,Product_45,Body,340.0
318,142,2024-11-28,Completed,November,Thursday,Germany,2024-03-15,6.0,4,24.0,Product_6,Body,96.0
318,142,2024-11-28,Completed,November,Thursday,Germany,2024-03-15,45.0,3,91.0,Product_45,Body,273.0
318,142,2024-11-28,Completed,November,Thursday,Germany,2024-03-15,2.0,5,55.0,Product_2,Skin,275.0
319,143,2024-08-13,Completed,August,Tuesday,Italy,2023-08-24,30.0,1,72.0,Product_30,Hair,72.0
319,143,2024-08-13,Completed,August,Tuesday,Italy,2023-08-24,47.0,3,28.0,Product_47,Hair,84.0
321,288,2024-07-17,Completed,July,Wednesday,France,2024-02-20,26.0,5,111.0,Product_26,Makeup,555.0
322,215,2024-02-21,Completed,February,Wednesday,Germany,2024-02-15,1.0,2,65.0,Product_1,Body,130.0
322,215,2024-02-21,Completed,February,Wednesday,Germany,2024-02-15,5.0,3,12.0,Product_5,Skin,36.0
323,51,2024-09-16,Completed,September,Monday,Germany,2024-02-03,24.0,1,56.0,Product_24,Hair,56.0
324,153,2024-02-28,Returned,February,Wednesday,Germany,2023-06-13,45.0,2,10.0,Product_45,Body,20.0
325,186,2024-03-12,Completed,March,Tuesday,Germany,2023-01-29,16.0,5,80.0,Product_16,Makeup,400.0
325,186,2024-03-12,Completed,March,Tuesday,Germany,2023-01-29,12.0,3,23.0,Product_12,Skin,69.0
325,186,2024-03-12,Completed,March,Tuesday,Germany,2023-01-29,38.0,5,12.0,Product_38,Makeup,60.0
326,63,2024-05-27,Completed,May,Monday,Spain,2024-03-03,40.0,2,25.0,Product_40,Hair,50.0
326,63,2024-05-27,Completed,May,Monday,Spain,2024-03-03,4.0,3,30.0,Product_4,Body,90.0
326,63,2024-05-27,Completed,May,Monday,Spain,2024-03-03,8.0,5,119.0,Product_8,Body,595.0
327,190,2024-12-14,Cancelled,December,Saturday,Spain,2023-10-20,34.0,2,17.0,Product_34,Hair,34.0
327,190,2024-12-14,Cancelled,December,Saturday,Spain,2023-10-20,36.0,4,105.0,Product_36,Skin,420.0
327,190,2024-12-14,Cancelled,December,Saturday,Spain,2023-10-20,27.0,1,112.0,Product_27,Makeup,112.0
329,150,2024-11-05,Completed,November,Tuesday,Morocco,2024-02-07,4.0,2,14.0,Product_4,Body,28.0
330,58,2024-08-30,Completed,August,Friday,Morocco,2023-12-05,35.0,3,80.0,Product_35,Skin,240.0
331,180,2024-11-25,Completed,November,Monday,Italy,2023-04-03,5.0,3,67.0,Product_5,Skin,201.0
331,180,2024-11-25,Completed,November,Monday,Italy,2023-04-03,37.0,2,113.0,Product_37,Makeup,226.0
331,180,2024-11-25,Completed,November,Monday,Italy,2023-04-03,37.0,3,18.0,Product_37,Makeup,54.0
331,180,2024-11-25,Completed,November,Monday,Italy,2023-04-03,33.0,3,60.0,Product_33,Hair,180.0
331,180,2024-11-25,Completed,November,Monday,Italy,2023-04-03,47.0,1,24.0,Product_47,Hair,24.0
331,180,2024-11-25,Completed,November,Monday,Italy,2023-04-03,8.0,5,89.0,Product_8,Body,445.0
332,170,2024-04-16,Completed,April,Tuesday,Morocco,2023-09-07,24.0,3,115.0,Product_24,Hair,345.0
333,271,2024-08-13,Completed,August,Tuesday,France,2023-08-29,48.0,1,31.0,Product_48,Hair,31.0
333,271,2024-08-13,Completed,August,Tuesday,France,2023-08-29,2.0,2,42.0,Product_2,Skin,84.0
335,101,2024-08-05,Completed,August,Monday,Germany,2024-01-10,44.0,5,95.0,Product_44,Body,475.0
335,101,2024-08-05,Completed,August,Monday,Germany,2024-01-10,41.0,5,74.0,Product_41,Skin,370.0
335,101,2024-08-05,Completed,August,Monday,Germany,2024-01-10,3.0,2,50.0,Product_3,Hair,100.0
336,264,2024-08-28,Completed,August,Wednesday,France,2023-01-02,25.0,2,101.0,Product_25,Hair,202.0
336,264,2024-08-28,Completed,August,Wednesday,France,2023-01-02,39.0,3,45.0,Product_39,Hair,135.0
336,264,2024-08-28,Completed,August,Wednesday,France,2023-01-02,26.0,4,118.0,Product_26,Makeup,472.0
337,53,2024-09-15,Completed,September,Sunday,France,2023-11-04,28.0,5,49.0,Product_28,Hair,245.0
337,53,2024-09-15,Completed,September,Sunday,France,2023-11-04,40.0,2,90.0,Product_40,Hair,180.0
338,60,2024-09-18,Completed,September,Wednesday,Spain,2024-04-15,17.0,2,64.0,Product_17,Hair,128.0
338,60,2024-09-18,Completed,September,Wednesday,Spain,2024-04-15,4.0,2,50.0,Product_4,Body,100.0
338,60,2024-09-18,Completed,September,Wednesday,Spain,2024-04-15,46.0,2,37.0,Product_46,Makeup,74.0
338,60,2024-09-18,Completed,September,Wednesday,Spain,2024-04-15,37.0,4,97.0,Product_37,Makeup,388.0
339,108,2024-01-05,Completed,January,Friday,Italy,2023-06-04,26.0,5,70.0,Product_26,Makeup,350.0
339,108,2024-01-05,Completed,January,Friday,Italy,2023-06-04,22.0,2,111.0,Product_22,Makeup,222.0
339,108,2024-01-05,Completed,January,Friday,Italy,2023-06-04,7.0,4,79.0,Product_7,Hair,316.0
339,108,2024-01-05,Completed,January,Friday,Italy,2023-06-04,15.0,3,32.0,Product_15,Makeup,96.0
340,5,2024-09-17,Completed,September,Tuesday,Italy,2024-02-05,26.0,5,12.0,Product_26,Makeup,60.0
340,5,2024-09-17,Completed,September,Tuesday,Italy,2024-02-05,40.0,3,52.0,Product_40,Hair,156.0
340,5,2024-09-17,Completed,September,Tuesday,Italy,2024-02-05,18.0,1,86.0,Product_18,Makeup,86.0
340,5,2024-09-17,Completed,September,Tuesday,Italy,2024-02-05,7.0,2,61.0,Product_7,Hair,122.0
341,103,2024-02-23,Returned,February,Friday,Italy,2023-03-22,38.0,5,88.0,Product_38,Makeup,440.0
341,103,2024-02-23,Returned,February,Friday,Italy,2023-03-22,32.0,2,12.0,Product_32,Body,24.0
342,196,2024-02-16,Completed,February,Friday,Spain,2023-09-16,42.0,4,70.0,Product_42,Skin,280.0
343,262,2024-08-02,Completed,August,Friday,Morocco,2023-10-03,13.0,3,48.0,Product_13,Skin,144.0
343,262,2024-08-02,Completed,August,Friday,Morocco,2023-10-03,31.0,4,84.0,Product_31,Body,336.0
343,262,2024-08-02,Completed,August,Friday,Morocco,2023-10-03,17.0,1,87.0,Product_17,Hair,87.0
343,262,2024-08-02,Completed,August,Friday,Morocco,2023-10-03,2.0,2,100.0,Product_2,Skin,200.0
345,144,2024-01-09,Completed,January,Tuesday,France,2023-06-22,45.0,4,66.0,Product_45,Body,264.0
348,106,2024-08-28,Completed,August,Wednesday,France,2023-05-09,40.0,5,45.0,Product_40,Hair,225.0
349,158,2024-03-01,Completed,March,Friday,Italy,2024-01-02,12.0,3,18.0,Product_12,Skin,54.0
350,147,2024-06-26,Completed,June,Wednesday,Germany,2024-05-08,17.0,4,30.0,Product_17,Hair,120.0
351,145,2024-12-03,Cancelled,December,Tuesday,France,2023-06-07,38.0,5,97.0,Product_38,Makeup,485.0
352,120,2024-03-02,Completed,March,Saturday,Spain,2023-03-20,29.0,5,46.0,Product_29,Makeup,230.0
352,120,2024-03-02,Completed,March,Saturday,Spain,2023-03-20,35.0,5,52.0,Product_35,Skin,260.0
354,92,2024-08-03,Completed,August,Saturday,Spain,2023-09-01,36.0,2,106.0,Product_36,Skin,212.0
354,92,2024-08-03,Completed,August,Saturday,Spain,2023-09-01,50.0,1,95.0,Product_50,Skin,95.0
354,92,2024-08-03,Completed,August,Saturday,Spain,2023-09-01,42.0,2,63.0,Product_42,Skin,126.0
354,92,2024-08-03,Completed,August,Saturday,Spain,2023-09-01,44.0,3,20.0,Product_44,Body,60.0
355,58,2024-01-03,Completed,January,Wednesday,Morocco,2023-12-05,41.0,3,61.0,Product_41,Skin,183.0
355,58,2024-01-03,Completed,January,Wednesday,Morocco,2023-12-05,40.0,4,111.0,Product_40,Hair,444.0
355,58,2024-01-03,Completed,January,Wednesday,Morocco,2023-12-05,15.0,3,26.0,Product_15,Makeup,78.0
355,58,2024-01-03,Completed,January,Wednesday,Morocco,2023-12-05,15.0,1,89.0,Product_15,Makeup,89.0
356,229,2024-06-08,Completed,June,Saturday,France,2023-04-05,38.0,5,28.0,Product_38,Makeup,140.0
356,229,2024-06-08,Completed,June,Saturday,France,2023-04-05,24.0,2,77.0,Product_24,Hair,154.0
357,117,2024-08-14,Completed,August,Wednesday,Spain,2024-04-15,43.0,3,48.0,Product_43,Hair,144.0
357,117,2024-08-14,Completed,August,Wednesday,Spain,2024-04-15,50.0,1,91.0,Product_50,Skin,91.0
358,279,2024-09-25,Completed,September,Wednesday,Spain,2024-01-25,1.0,2,110.0,Product_1,Body,220.0
359,127,2024-04-29,Completed,April,Monday,Italy,2023-01-29,41.0,2,85.0,Product_41,Skin,170.0
360,129,2024-03-29,Completed,March,Friday,France,2024-03-29,48.0,2,21.0,Product_48,Hair,42.0
360,129,2024-03-29,Completed,March,Friday,France,2024-03-29,10.0,4,77.0,Product_10,Hair,308.0
361,58,2024-11-24,Completed,November,Sunday,Morocco,2023-12-05,20.0,4,119.0,Product_20,Hair,476.0
361,58,2024-11-24,Completed,November,Sunday,Morocco,2023-12-05,20.0,1,17.0,Product_20,Hair,17.0
362,122,2024-03-08,Completed,March,Friday,Germany,2023-06-10,35.0,1,74.0,Product_35,Skin,74.0
362,122,2024-03-08,Completed,March,Friday,Germany,2023-06-10,46.0,4,83.0,Product_46,Makeup,332.0
362,122,2024-03-08,Completed,March,Friday,Germany,2023-06-10,23.0,3,62.0,Product_23,Body,186.0
363,1,2024-12-22,Completed,December,Sunday,Spain,2023-05-15,39.0,2,18.0,Product_39,Hair,36.0
363,1,2024-12-22,Completed,December,Sunday,Spain,2023-05-15,50.0,2,15.0,Product_50,Skin,30.0
364,239,2024-04-07,Completed,April,Sunday,Spain,2023-07-13,45.0,4,30.0,Product_45,Body,120.0
364,239,2024-04-07,Completed,April,Sunday,Spain,2023-07-13,3.0,4,73.0,Product_3,Hair,292.0
365,290,2024-09-23,Completed,September,Monday,Germany,2024-04-02,1.0,1,45.0,Product_1,Body,45.0
366,96,2024-04-14,Completed,April,Sunday,Germany,2024-01-31,24.0,1,96.0,Product_24,Hair,96.0
366,96,2024-04-14,Completed,April,Sunday,Germany,2024-01-31,11.0,5,87.0,Product_11,Makeup,435.0
366,96,2024-04-14,Completed,April,Sunday,Germany,2024-01-31,11.0,4,25.0,Product_11,Makeup,100.0
367,126,2024-11-18,Completed,November,Monday,France,2023-07-24,20.0,4,85.0,Product_20,Hair,340.0
367,126,2024-11-18,Completed,November,Monday,France,2023-07-24,27.0,1,90.0,Product_27,Makeup,90.0
367,126,2024-11-18,Completed,November,Monday,France,2023-07-24,7.0,4,89.0,Product_7,Hair,356.0
368,118,2024-05-02,Completed,May,Thursday,Morocco,2023-04-19,7.0,4,26.0,Product_7,Hair,104.0
368,118,2024-05-02,Completed,May,Thursday,Morocco,2023-04-19,10.0,1,46.0,Product_10,Hair,46.0
369,48,2024-01-29,Completed,January,Monday,Italy,2023-12-24,29.0,4,13.0,Product_29,Makeup,52.0
369,48,2024-01-29,Completed,January,Monday,Italy,2023-12-24,26.0,5,102.0,Product_26,Makeup,510.0
369,48,2024-01-29,Completed,January,Monday,Italy,2023-12-24,22.0,1,19.0,Product_22,Makeup,19.0
369,48,2024-01-29,Completed,January,Monday,Italy,2023-12-24,13.0,4,13.0,Product_13,Skin,52.0
370,89,2024-05-16,Cancelled,May,Thursday,Morocco,2024-03-04,45.0,2,23.0,Product_45,Body,46.0
371,237,2024-07-13,Completed,July,Saturday,Italy,2023-06-27,20.0,2,31.0,Product_20,Hair,62.0
371,237,2024-07-13,Completed,July,Saturday,Italy,2023-06-27,7.0,3,27.0,Product_7,Hair,81.0
372,272,2024-08-13,Cancelled,August,Tuesday,Italy,2023-05-21,36.0,3,76.0,Product_36,Skin,228.0
373,189,2024-11-27,Completed,November,Wednesday,Germany,2023-06-03,23.0,2,80.0,Product_23,Body,160.0
375,69,2024-01-09,Completed,January,Tuesday,Germany,2024-02-13,32.0,5,90.0,Product_32,Body,450.0
375,69,2024-01-09,Completed,January,Tuesday,Germany,2024-02-13,24.0,2,104.0,Product_24,Hair,208.0
375,69,2024-01-09,Completed,January,Tuesday,Germany,2024-02-13,18.0,3,97.0,Product_18,Makeup,291.0
376,278,2024-02-09,Completed,February,Friday,Spain,2024-03-25,6.0,5,26.0,Product_6,Body,130.0
376,278,2024-02-09,Completed,February,Friday,Spain,2024-03-25,20.0,3,42.0,Product_20,Hair,126.0
